wavelength	flux	flux_err
3900.9999999999973	0.9802447741920008	0.049012238709600045
3901.013012357056	0.9607225483723281	0.0480361274186164
3901.026024757513	0.9977254554385718	0.04988627277192859
3901.0390372013817	1.0026426046764931	0.05013213023382466
3901.052049688648	1.0061641801448846	0.05030820900724423
3901.0650622193266	0.963979114107333	0.04819895570536665
3901.078074793403	1.021768939226063	0.05108844696130315
3901.091087410892	0.9884319047726607	0.04942159523863304
3901.1041000717796	0.9653119791638157	0.04826559895819079
3901.11711277608	0.9516668507490728	0.04758334253745364
3901.1301255237786	1.0123582927229506	0.05061791463614754
3901.1431383148906	0.9622587512548548	0.04811293756274274
3901.1561511494083	1.0018101014010883	0.050090505070054414
3901.1691640273257	0.973713996294616	0.0486856998147308
3901.182176948656	1.0047717889882664	0.05023858944941332
3901.195189913386	0.9605011845183585	0.04802505922591793
3901.20820292153	0.9847988848979425	0.04923994424489713
3901.2212159730734	0.9742477084934393	0.04871238542467197
3901.234229068031	0.9799176943684604	0.048995884718423026
3901.2472422063884	0.9637188031932687	0.04818594015966344
3901.2602553881597	0.9741636798319625	0.048708183991598125
3901.273268613339	0.9917417965334266	0.049587089826671336
3901.2862818819185	0.9885195339597429	0.04942597669798715
3901.2992951939127	0.985459065588946	0.04927295327944731
3901.312308549308	0.9690951517620926	0.048454757588104636
3901.325321948118	1.0276459381506342	0.05138229690753171
3901.338335390329	1.0123416806798669	0.05061708403399334
3901.3513488759554	1.0000289103739024	0.05000144551869512
3901.3643624049832	0.9657026024948797	0.04828513012474399
3901.3773759774267	0.9822668195946812	0.04911334097973406
3901.3903895932717	0.9578898680356922	0.047894493401784616
3901.4034032525324	0.9895170648538696	0.049475853242693484
3901.416416955202	0.9675296561115877	0.048376482805579386
3901.4294307012738	0.9907416062244379	0.04953708031122189
3901.4424444907618	0.9703344096814092	0.048516720484070464
3901.4554583236527	1.0017326627766294	0.05008663313883147
3901.4684721999597	0.9900153584183002	0.04950076792091501
3901.4814861196696	0.9660411464708213	0.048302057323541064
3901.494500082796	0.9841862104094593	0.04920931052047297
3901.5075140893255	0.9681471001124856	0.048407355005624285
3901.5205281392723	1.0028230021827156	0.05014115010913578
3901.5335422326225	0.9639410685891615	0.04819705342945808
3901.5465563693897	0.9833985873420026	0.04916992936710013
3901.5595705495675	0.9936839184307238	0.049684195921536195
3901.572584773149	1.0278592169150838	0.05139296084575419
3901.5855990401487	0.9807644471810852	0.049038222359054265
3901.598613350552	1.0050919285049165	0.05025459642524582
3901.611627704374	0.9722246461297297	0.048611232306486486
3901.6246421016	1.0056929812934545	0.050284649064672726
3901.6376565422443	0.9739127034529904	0.04869563517264952
3901.6506710262934	0.9578639477196513	0.04789319738598257
3901.663685553761	0.9863577059829525	0.04931788529914763
3901.6767001246403	0.9849985670437104	0.04924992835218552
3901.689714738925	1.0161895774868215	0.05080947887434108
3901.7027293966285	0.9433150347209122	0.04716575173604561
3901.7157440977376	0.9611443552015878	0.048057217760079395
3901.728758842266	0.9784674183668021	0.048923370918340106
3901.7417736302	0.9693593169883596	0.04846796584941798
3901.7547884615537	0.9827949541357109	0.04913974770678555
3901.767803336313	0.9984277930177338	0.04992138965088669
3901.7808182544927	0.9795480867853033	0.04897740433926517
3901.793833216079	0.988852531784016	0.0494426265892008
3901.8068482210847	0.9898898309891523	0.04949449154945762
3901.8198632695044	0.9880046558774739	0.0494002327938737
3901.8328783613306	0.9675154899951358	0.048375774499756795
3901.8458934965774	1.0191102362014033	0.050955511810070166
3901.8589086752313	0.9997932760053928	0.049989663800269646
3901.871923897306	1.027432929155903	0.051371646457795156
3901.884939162788	0.9976201806348717	0.049881009031743584
3901.8979544716913	0.9607958126812493	0.04803979063406247
3901.910969824002	0.9547910581299734	0.04773955290649867
3901.9239852197347	0.9870224925535483	0.04935112462767742
3901.9370006588747	0.9844330394320492	0.04922165197160246
3901.9500161414367	0.9665601962229863	0.04832800981114932
3901.963031667414	1.0078141666519138	0.05039070833259569
3901.9760472367993	1.0109401582096234	0.05054700791048117
3901.989062849607	0.9867905352132299	0.0493395267606615
3902.002078505823	1.0041919734508524	0.05020959867254263
3902.015094205462	1.0256528163857364	0.05128264081928682
3902.0281099485096	0.9857849270774326	0.049289246353871635
3902.04112573498	0.952790570990114	0.047639528549505705
3902.0541415648595	0.9746796369911288	0.04873398184955644
3902.067157438162	0.9340000938392234	0.04670000469196117
3902.0801733548815	0.9828669479617381	0.04914334739808691
3902.09318931501	0.98625464061884	0.049312732030942004
3902.106205318562	0.9838763731401228	0.049193818657006144
3902.119221365524	0.987782653988522	0.0493891326994261
3902.13223745591	0.9967577306025079	0.0498378865301254
3902.145253589706	0.9805777852590525	0.049028889262952624
3902.1582697669264	0.958663712577416	0.047933185628870806
3902.171285987557	0.9840148891534745	0.04920074445767372
3902.1843022516123	0.9825390504554674	0.049126952522773375
3902.197318559078	0.9606312946321509	0.04803156473160755
3902.2103349099684	0.9525151608137344	0.04762575804068672
3902.223351304277	1.002609815660137	0.050130490783006854
3902.2363677419967	0.9878948173871757	0.049394740869358786
3902.2493842231415	1.0058537576730584	0.050292687883652924
3902.262400747698	1.0016928606418427	0.05008464303209214
3902.2754173156795	0.9939189366417895	0.04969594683208948
3902.288433927073	0.9859535129015518	0.04929767564507759
3902.3014505818924	0.9954395558105735	0.04977197779052868
3902.3144672801236	1.008441487355903	0.05042207436779516
3902.327484021781	0.995147983224923	0.049757399161246156
3902.3405008068503	0.9930140343287329	0.04965070171643665
3902.353517635346	0.9756684051025736	0.04878342025512868
3902.366534507262	0.9615926916914174	0.048079634584570874
3902.37955142259	0.9853872135677734	0.04926936067838867
3902.392568381345	0.9856412143749788	0.04928206071874894
3902.405585383513	0.9951367210070187	0.04975683605035094
3902.418602429108	0.9827769363492088	0.049138846817460446
3902.4316195181163	0.9950310057318622	0.049751550286593116
3902.444636650552	0.9871774101754813	0.04935887050877407
3902.4576538264014	0.9864274894999318	0.04932137447499659
3902.4706710456785	0.9946887106251577	0.04973443553125789
3902.4836883083694	1.0170054227733065	0.05085027113866533
3902.4967056144883	0.9635725633137986	0.048178628165689935
3902.5097229640282	0.9939178765102854	0.04969589382551427
3902.5227403569825	0.9906677070352181	0.04953338535176091
3902.535757793365	1.0133040043293287	0.050665200216466436
3902.5487752731624	0.9390340447164924	0.04695170223582462
3902.561792796388	0.9753215997134744	0.04876607998567373
3902.574810363029	0.9868467078162704	0.04934233539081352
3902.5878279730987	1.034296002115937	0.051714800105796856
3902.6008456265836	0.9695746823016087	0.04847873411508044
3902.613863323498	0.9484559146511413	0.04742279573255707
3902.626881063835	0.9684863725244103	0.048424318626220514
3902.639898847587	0.9799312524875665	0.04899656262437833
3902.6529166747687	0.9726736251341049	0.04863368125670525
3902.665934545367	0.963358267264892	0.04816791336324461
3902.6789524593946	1.00698957913841	0.050349478956920504
3902.6919704168386	0.9954207664065604	0.049771038320328025
3902.704988417713	0.9900374291385737	0.04950187145692869
3902.718006462004	0.953400758094092	0.0476700379047046
3902.731024549725	0.9807201206835154	0.04903600603417577
3902.7440426808635	0.9869364060708345	0.04934682030354173
3902.7570608554324	1.0104307582439502	0.05052153791219752
3902.770079073425	1.0094602183318762	0.05047301091659381
3902.7830973348355	1.0369816694783334	0.051849083473916674
3902.796115639677	0.9737737385848274	0.04868868692924137
3902.809133987936	1.027417542742282	0.05137087713711411
3902.8221523796265	0.9997688935234158	0.04998844467617079
3902.8351708147347	0.9802754398590595	0.04901377199295298
3902.848189293275	0.9831626739174454	0.04915813369587227
3902.8612078152337	0.9581396523791524	0.04790698261895762
3902.874226380624	1.0072128283032187	0.05036064141516094
3902.887244989433	0.9636483059625279	0.0481824152981264
3902.900263641674	0.9479445349283862	0.04739722674641931
3902.9132823373407	0.9899119319260933	0.04949559659630467
3902.9263010764266	0.9747718035054206	0.04873859017527103
3902.939319858945	1.004091666354692	0.0502045833177346
3902.9523386848828	1.0252879027261983	0.05126439513630992
3902.9653575542534	0.9745319745664619	0.0487265987283231
3902.9783764670437	0.9773226756712631	0.04886613378356316
3902.9913954232675	0.978575707626508	0.048928785381325404
3903.004414422911	0.9874625089420563	0.04937312544710282
3903.017433465988	0.9941824542184162	0.04970912271092082
3903.0304525524916	1.0209738685588694	0.05104869342794347
3903.043471682416	0.9670445229723564	0.048352226148617825
3903.0564908557744	0.9962153155947848	0.049810765779739245
3903.069510072553	0.9835419027955493	0.04917709513977747
3903.082529332766	0.9973048778772103	0.04986524389386052
3903.0955486364	0.9740009472995943	0.048700047364979716
3903.1085679834687	0.9717737232463048	0.048588686162315244
3903.121587373958	0.9795492481389027	0.04897746240694514
3903.134606807883	0.97341032625063	0.0486705163125315
3903.1476262852284	0.9911849564958829	0.04955924782479415
3903.1606458060096	0.9963068881657106	0.04981534440828553
3903.1736653702196	0.9576896696709712	0.04788448348354857
3903.186684977851	0.9761356309259186	0.04880678154629593
3903.1997046289184	1.0201821970913603	0.05100910985456802
3903.2127243234077	0.9832591410669964	0.049162957053349825
3903.2257440613325	0.9683435151705774	0.04841717575852887
3903.2387638426803	0.9834849304416888	0.04917424652208444
3903.251783667464	1.0126574379550763	0.05063287189775382
3903.2648035356706	0.9742564732061515	0.048712823660307575
3903.2778234473135	0.9611224270334174	0.04805612135167087
3903.29084340238	1.0467887907225915	0.05233943953612957
3903.3038634008826	0.9993385856074813	0.04996692928037407
3903.3168834428157	1.0184081421105102	0.05092040710552551
3903.329903528172	1.0057383446726273	0.05028691723363137
3903.3429236569655	1.0271455034630061	0.05135727517315031
3903.3559438291827	0.9814024592486859	0.04907012296243429
3903.368964044838	0.9824853465229548	0.04912426732614775
3903.3819843039164	1.0048096393208537	0.05024048196604269
3903.3950046064333	0.9854194357464006	0.04927097178732003
3903.408024952374	0.9958452808773317	0.04979226404386659
3903.421045341753	0.9876823625624831	0.049384118128124155
3903.434065774564	0.9683059811343133	0.04841529905671567
3903.447086250799	1.0079463452782702	0.05039731726391351
3903.460106770473	1.021924240619459	0.051096212030972955
3903.4731273335715	0.9776612927872872	0.048883064639364364
3903.4861479401093	1.0024765875069475	0.05012382937534737
3903.499168590072	0.9917053985926709	0.04958526992963355
3903.512189283474	0.9786734851046734	0.04893367425523368
3903.5252100203015	0.9783983592123355	0.04891991796061678
3903.5382308005687	0.9814145770923891	0.04907072885461946
3903.5512516242616	0.9857869944247291	0.049289349721236456
3903.564272491394	1.0268457297370959	0.05134228648685479
3903.57729340196	0.9503623935321149	0.04751811967660575
3903.5903143559517	1.0253959921637257	0.051269799608186284
3903.603335353384	0.9854933074830025	0.04927466537415012
3903.6163563942428	1.0058444201025383	0.05029222100512692
3903.6293774785418	0.9388995995223063	0.04694497997611532
3903.6423986062678	0.9580682247823372	0.047903411239116865
3903.6554197774344	0.9734496428428351	0.04867248214214176
3903.6684409920285	0.9664605843821676	0.04832302921910839
3903.6814622500633	0.9890179299778671	0.04945089649889336
3903.6944835515255	0.9592256259682392	0.04796128129841196
3903.7075048964293	0.9754938103647924	0.04877469051823963
3903.720526284768	0.9854784746118523	0.04927392373059262
3903.733547716534	0.9980671957614053	0.04990335978807027
3903.746569191742	1.0096255303489818	0.050481276517449096
3903.7595907103782	0.9751106997990929	0.04875553498995465
3903.772612272456	1.0012994812543903	0.050064974062719515
3903.785633877963	0.9830427768029572	0.04915213884014786
3903.7986555269117	0.9874730596999943	0.04937365298499972
3903.81167721929	0.9954743631914138	0.04977371815957069
3903.82469895511	0.996665860578435	0.049833293028921755
3903.8377207343665	0.9381955233045554	0.04690977616522777
3903.850742557052	0.9734346197942836	0.04867173098971418
3903.8637644231803	1.0073204845098214	0.05036602422549107
3903.8767863327384	0.9853959904412842	0.049269799522064214
3903.8898082857395	0.9694845833871127	0.04847422916935564
3903.9028302821707	0.996728823787434	0.0498364411893717
3903.9158523220453	1.0101083163448974	0.050505415817244874
3903.92887440535	0.9688804376861627	0.04844402188430814
3903.9418965320992	0.9962792936151263	0.04981396468075632
3903.954918702278	1.005588216118972	0.0502794108059486
3903.9679409159016	0.983541160753101	0.049177058037655055
3903.980963172962	1.028132320499302	0.0514066160249651
3903.993985473454	0.9915063591471304	0.04957531795735652
3904.0070078173903	0.9562651764369493	0.04781325882184747
3904.0200302047574	1.0021528566341023	0.050107642831705115
3904.0330526355697	0.9818398280024875	0.04909199140012438
3904.0460751098135	0.9992278231325796	0.04996139115662898
3904.059097627502	0.9822053650596821	0.04911026825298411
3904.0721201886226	0.9677184831128619	0.0483859241556431
3904.085142793189	0.9465729186270657	0.04732864593135329
3904.0981654411867	0.9960663151682967	0.04980331575841484
3904.1111881326306	0.9718687388311034	0.04859343694155517
3904.1242108675137	0.992676026349861	0.04963380131749305
3904.137233645829	0.9807305432844344	0.04903652716422172
3904.15025646759	1.0057653266417599	0.050288266332087994
3904.1632793327844	1.0064751797282707	0.05032375898641354
3904.176302241425	0.9689652413431005	0.048448262067155023
3904.189325193499	1.002550319272779	0.05012751596363895
3904.202348189019	0.9700796734789202	0.04850398367394601
3904.2153712279733	0.9605265784904828	0.048026328924524145
3904.228394310374	0.9742451053281417	0.04871225526640709
3904.241417436215	1.0070221759848148	0.05035110879924074
3904.2544406054903	1.0041381760848007	0.05020690880424004
3904.267463818213	1.0074801842256542	0.05037400921128271
3904.2804870743694	0.9559560418311924	0.04779780209155962
3904.2935103739737	1.0305940798559663	0.05152970399279832
3904.306533717012	0.9680656306687676	0.04840328153343838
3904.319557103499	0.9409278986660865	0.04704639493330433
3904.3325805334202	0.9734682576349929	0.048673412881749645
3904.34560400679	1.0121356474735923	0.05060678237367962
3904.3586275235944	0.9735444028987152	0.048677220144935765
3904.3716510838476	1.0269168305054261	0.05134584152527131
3904.384674687543	0.9663967553960068	0.04831983776980034
3904.3976983346734	0.9943366654488587	0.04971683327244294
3904.410722025253	0.9837033849900443	0.04918516924950222
3904.423745759268	0.9716177344774329	0.04858088672387165
3904.4367695367328	1.0293960835612663	0.05146980417806332
3904.4497933576336	1.0050678652355822	0.05025339326177911
3904.4628172219836	0.9835952319591525	0.04917976159795763
3904.47584112977	1.0132069933060206	0.05066034966530103
3904.488865081006	0.9879447129338249	0.04939723564669125
3904.501889075679	0.9743063763057642	0.04871531881528821
3904.5149131138023	1.0081138008528319	0.050405690042641595
3904.5279371953693	0.9816897233327374	0.049084486166636875
3904.540961320373	1.0034360267041458	0.050171801335207294
3904.553985488827	0.9684575870578355	0.04842287935289177
3904.5670097007182	0.9908484544122093	0.04954242272061046
3904.580033956061	0.9697539616425311	0.04848769808212656
3904.593058254841	1.0186581133300388	0.05093290566650194
3904.606082597072	0.9473696810228763	0.04736848405114382
3904.6191069827414	0.9760221418662186	0.04880110709331093
3904.632131411862	1.019594836970349	0.050979741848517446
3904.6451558844274	0.9560388000895051	0.04780194000447526
3904.6581804004313	1.0011120717317539	0.0500556035865877
3904.671204959887	0.9761368341510839	0.0488068417075542
3904.684229562781	1.0109883516668818	0.050549417583344095
3904.6972542091275	1.0005405503491498	0.050027027517457495
